cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
618,2,4,5,1.134,542,6,0.888,1
550,2,4,5,0.836,586,6,0.888,1
439,2,4,5,1.063,549,6,0.888,1
376,2,4,5,1.329,386,6,0.888,1
522,5,4,5,0.939,540,6,0.888,1
362,5,4,5,1.385,305,6,0.888,1
476,5,4,5,1.043,547,6,0.888,1
353,2,4,5,1.194,478,6,0.888,1
443,5,4,5,1.294,369,6,0.888,1
377,2,4,5,1.282,488,6,0.888,1
403,2,4,5,1.425,409,6,0.888,1
549,5,4,5,0.987,617,6,0.888,1
445,5,4,5,1.234,479,6,0.888,1
479,2,4,5,0.892,549,6,0.888,1
436,5,4,5,1.556,339,6,0.888,1
545,5,4,5,0.975,492,6,0.888,1
492,2,4,5,0.892,539,6,0.888,1
365,2,4,5,1.17,412,6,0.888,1
492,2,4,5,0.752,614,6,0.888,1
388,2,4,5,1.067,473,6,0.888,1
477,5,4,5,1.437,415,6,0.888,1
561,5,4,5,0.983,376,6,0.888,1
488,2,4,5,0.888,613,6,0.888,1
441,2,4,5,1.13,514,6,0.888,1
424,2,4,5,1.015,407,6,0.888,1
478,2,4,5,1.027,580,6,0.888,1
415,2,4,5,1.429,377,6,0.888,1
492,5,4,5,0.756,546,6,0.888,1
373,5,4,5,1.158,552,6,0.888,1
454,5,4,5,1.17,499,6,0.888,1
468,5,4,5,1.198,381,6,0.888,1
405,5,4,5,1.286,415,6,0.888,1
515,2,4,5,0.975,569,6,0.888,1
455,5,4,5,0.88,616,6,0.888,1
430,5,4,5,1.039,508,6,0.888,1
467,2,4,5,1.234,480,6,0.888,1
559,2,4,5,1.007,506,6,0.888,1
522,5,4,5,0.9,662,6,0.888,1
407,5,4,5,0.975,526,6,0.888,1
381,2,4,5,0.939,536,6,0.888,1
545,5,4,5,0.768,609,6,0.888,1
455,5,4,5,1.107,409,6,0.888,1
590,5,4,5,1.126,445,6,0.888,1
404,2,4,5,0.912,646,6,0.888,1
407,2,4,5,1.282,443,6,0.888,1
582,5,4,5,0.943,516,6,0.888,1
409,2,4,5,1.262,435,6,0.888,1
443,5,4,5,0.959,476,6,0.888,1
513,5,4,5,1.019,585,6,0.888,1
402,5,4,5,1.349,421,6,0.888,1
452,5,4,5,1.051,426,6,0.888,1
530,2,4,5,0.963,594,6,0.888,1
457,5,4,5,1.075,438,6,0.888,1
434,2,4,5,1.166,394,6,0.888,1
348,5,4,5,1.365,402,6,0.888,1
481,2,4,5,1.202,557,6,0.888,1
383,5,4,5,0.872,475,6,0.888,1
506,5,4,5,0.916,464,6,0.888,1
484,5,4,5,1.254,499,6,0.888,1
513,2,4,5,0.955,435,6,0.888,1
500,2,4,5,0.82,487,6,0.888,1
562,5,4,5,0.748,529,6,0.888,1
294,5,4,5,1.317,367,6,0.888,1
472,5,4,5,0.848,592,6,0.888,1
379,2,4,5,0.947,502,6,0.888,1
592,5,4,5,0.884,540,6,0.888,1
427,5,4,5,1.274,398,6,0.888,1
563,5,4,5,0.84,563,6,0.888,1
458,2,4,5,1.075,550,6,0.888,1
414,5,4,5,1.401,349,6,0.888,1
316,5,4,5,1.401,376,6,0.888,1
363,2,4,5,0.84,537,6,0.888,1
592,2,4,5,0.88,672,6,0.888,1
454,2,4,5,1.119,380,6,0.888,1
379,2,4,5,1.29,412,6,0.888,1
466,2,4,5,0.808,558,6,0.888,1
501,2,4,5,1.15,482,6,0.888,1
495,2,4,5,1.011,462,6,0.888,1
312,5,4,5,1.198,438,6,0.888,1
460,5,4,5,1.003,510,6,0.888,1
435,2,4,5,1.321,393,6,0.888,1
443,5,4,5,1.043,588,6,0.888,1
463,5,4,5,1.27,309,6,0.888,1
467,5,4,5,1.031,586,6,0.888,1
507,5,4,5,1.027,470,6,0.888,1
509,5,4,5,1.126,445,6,0.888,1
537,2,4,5,0.725,566,6,0.888,1
583,2,4,5,0.888,660,6,0.888,1
511,2,4,5,1.083,481,6,0.888,1
565,5,4,5,0.677,552,6,0.888,1
451,2,4,5,0.955,465,6,0.888,1
489,2,4,5,1.103,458,6,0.888,1
342,5,4,5,1.337,395,6,0.888,1
465,2,4,5,0.872,580,6,0.888,1
395,2,4,5,0.892,492,6,0.888,1
419,2,4,5,0.975,563,6,0.888,1
338,2,4,5,0.987,442,6,0.888,1
493,2,4,5,1.003,509,6,0.888,1
490,5,4,5,0.868,489,6,0.888,1
408,2,4,5,1.146,457,6,0.888,1
482,5,4,5,0.959,588,6,0.888,1
441,5,4,5,1.266,493,6,0.888,1
487,2,4,5,1.075,396,6,0.888,1
469,5,4,5,1.21,382,6,0.888,1
514,2,4,5,1.079,523,6,0.888,1
419,5,4,5,1.202,380,6,0.888,1
403,2,4,5,1.294,419,6,0.888,1
477,5,4,5,1.126,389,6,0.888,1
499,2,4,5,0.979,444,6,0.888,1
356,5,4,5,1.035,398,6,0.888,1
386,2,4,5,1.071,488,6,0.888,1
372,2,4,5,1.266,375,6,0.888,1
563,2,4,5,0.629,566,6,0.888,1
484,2,4,5,1.083,455,6,0.888,1
579,2,4,5,0.394,797,6,0.888,1
432,5,4,5,1.19,526,6,0.888,1
543,5,4,5,0.987,496,6,0.888,1
383,5,4,5,1.357,376,6,0.888,1
552,2,4,5,0.896,607,6,0.888,1
385,2,4,5,1.218,537,6,0.888,1
475,2,4,5,0.796,589,6,0.888,1
410,2,4,5,1.17,392,6,0.888,1
454,5,4,5,0.88,547,6,0.888,1
592,2,4,5,0.82,542,6,0.888,1
338,2,4,5,1.178,390,6,0.888,1
419,2,4,5,1.258,471,6,0.888,1
503,5,4,5,0.939,530,6,0.888,1
448,2,4,5,1.242,385,6,0.888,1
463,5,4,5,0.924,519,6,0.888,1
457,5,4,5,1.242,470,6,0.888,1
324,2,4,5,1.035,475,6,0.888,1
374,5,4,5,1.27,560,6,0.888,1
485,2,4,5,0.752,556,6,0.888,1
428,2,4,5,1.126,424,6,0.888,1
400,5,4,5,0.987,576,6,0.888,1
531,5,4,5,1.047,444,6,0.888,1
492,5,4,5,0.82,466,6,0.888,1
505,5,4,5,0.796,469,6,0.888,1
483,5,4,5,0.86,572,6,0.888,1
455,2,4,5,0.896,539,6,0.888,1
384,2,4,5,1.409,374,6,0.888,1
532,2,4,5,0.999,617,6,0.888,1
415,5,4,5,1.146,383,6,0.888,1
446,5,4,5,1.043,432,6,0.888,1
495,5,4,5,1.246,420,6,0.888,1
513,2,4,5,1.174,462,6,0.888,1
520,2,4,5,1.111,393,6,0.888,1
490,5,4,5,0.979,547,6,0.888,1
417,2,4,5,0.796,629,6,0.888,1
470,2,4,5,1.282,569,6,0.888,1
343,2,4,5,1.126,466,6,0.888,1
521,5,4,5,0.737,651,6,0.888,1
530,2,4,5,1.051,486,6,0.888,1
446,5,4,5,0.868,605,6,0.888,1
457,2,4,5,1.039,419,6,0.888,1
473,2,4,5,1.051,434,6,0.888,1
545,5,4,5,0.928,451,6,0.888,1
446,5,4,5,0.892,527,6,0.888,1
567,2,4,5,0.92,677,6,0.888,1
473,2,4,5,1.142,442,6,0.888,1
448,5,4,5,1.023,514,6,0.888,1
370,2,4,5,0.916,507,6,0.888,1
588,2,4,5,0.872,506,6,0.888,1
448,2,4,5,0.888,518,6,0.888,1
344,2,4,5,1.166,429,6,0.888,1
509,2,4,5,0.932,510,6,0.888,1
443,2,4,5,0.884,590,6,0.888,1
497,5,4,5,0.955,461,6,0.888,1
424,5,4,5,1.19,438,6,0.888,1
427,2,4,5,1.353,460,6,0.888,1
357,2,4,5,1.369,283,6,0.888,1
443,2,4,5,1.417,366,6,0.888,1
425,5,4,5,1.107,498,6,0.888,1
397,2,4,5,1.218,398,6,0.888,1
346,2,4,5,1.504,392,6,0.888,1
487,5,4,5,1.357,494,6,0.888,1
325,5,4,5,1.501,344,6,0.888,1
545,2,4,5,1.19,572,6,0.888,1
489,5,4,5,1.469,375,6,0.888,1
618,2,4,5,0.844,595,6,0.888,1
415,5,4,5,1.317,383,6,0.888,1
491,5,4,5,1.011,458,6,0.888,1
516,2,4,5,1.238,463,6,0.888,1
528,2,4,5,0.812,685,6,0.888,1
536,2,4,5,0.999,528,6,0.888,1
454,5,4,5,1.162,494,6,0.888,1
523,5,4,5,1.007,603,6,0.888,1
302,5,4,5,1.504,392,6,0.888,1
508,5,4,5,0.844,434,6,0.888,1
541,2,4,5,0.84,583,6,0.888,1
400,2,4,5,1.19,495,6,0.888,1
444,2,4,5,0.924,495,6,0.888,1
374,5,4,5,1.194,424,6,0.888,1
411,2,4,5,0.987,534,6,0.888,1
510,2,4,5,1.071,419,6,0.888,1
419,2,4,5,1.007,493,6,0.888,1
355,5,4,5,1.298,366,6,0.888,1
493,2,4,5,1.047,539,6,0.888,1
384,5,4,5,1.043,524,6,0.888,1
314,5,4,5,1.6,324,6,0.888,1
446,2,4,5,0.939,436,6,0.888,1
434,5,4,5,1.178,430,6,0.888,1
465,2,4,5,1.461,471,6,0.888,1
416,5,4,5,1.262,460,6,0.888,1
464,2,4,5,0.832,499,6,0.888,1
541,5,4,5,1.007,584,6,0.888,1
464,2,4,5,0.816,605,6,0.888,1
595,5,4,5,0.896,620,6,0.888,1
567,2,4,5,0.713,580,6,0.888,1
544,2,4,5,0.852,616,6,0.888,1
473,5,4,5,1.313,407,6,0.888,1
452,2,4,5,1.126,345,6,0.888,1
461,2,4,5,1.027,574,6,0.888,1
337,2,4,5,1.206,364,6,0.888,1
377,5,4,5,1.616,294,6,0.888,1
422,2,4,5,0.808,563,6,0.888,1
533,2,4,5,0.78,548,6,0.888,1
328,2,4,5,1.103,501,6,0.888,1
454,5,4,5,1.087,597,6,0.888,1
439,5,4,5,1.19,464,6,0.888,1
460,2,4,5,0.987,565,6,0.888,1
576,5,4,5,0.557,650,6,0.888,1
382,5,4,5,0.975,542,6,0.888,1
495,2,4,5,0.975,580,6,0.888,1
530,2,4,5,1.111,482,6,0.888,1
500,5,4,5,0.828,568,6,0.888,1
361,2,4,5,1.178,411,6,0.888,1
394,5,4,5,1.007,416,6,0.888,1
394,2,4,5,1.039,488,6,0.888,1
608,2,4,5,0.928,541,6,0.888,1
534,5,4,5,0.733,665,6,0.888,1
401,2,4,5,0.971,523,6,0.888,1
508,5,4,5,0.697,482,6,0.888,1
459,2,4,5,1.087,455,6,0.888,1
501,3,3,2,0.151,3387,11,0.888,1
333,3,3,2,0.486,2774,11,0.943,1
214,3,3,2,0.478,2375,11,0.943,1
361,3,3,2,0.446,2528,11,0.943,1
449,3,3,2,0.355,2826,11,0.888,1
371,3,3,2,0.036,3306,11,0.888,1
277,3,3,2,0.287,2514,11,0.888,1
294,3,3,2,0.394,2707,11,0.943,1
434,3,3,2,0.223,3192,11,0.943,1
283,3,3,2,0.426,2617,11,0.888,1
354,3,3,2,0.279,2847,11,0.888,1
420,3,3,2,0.031,3340,11,0.943,1
366,3,3,2,0.398,3350,11,0.943,1
262,3,3,2,0.756,2866,11,0.943,1
363,3,3,2,0.132,3106,11,0.943,1
343,3,3,2,0.55,3151,11,0.888,1
461,3,3,2,0.048,3174,11,0.888,1
382,3,3,2,0.084,3441,11,0.943,1
356,3,3,2,0.581,2359,11,0.943,1
332,3,3,2,0.279,2652,11,0.888,1
441,3,3,2,0.243,3194,11,0.888,1
383,3,3,2,0.462,2984,11,0.888,1
391,3,3,2,0.255,3009,11,0.943,1
423,3,3,2,0.123,3306,11,0.888,1
429,3,3,2,0.227,3119,11,0.888,1
397,3,3,2,0.374,2493,11,0.888,1
394,3,3,2,0.319,2825,11,0.943,1
297,3,3,2,0.514,2283,11,0.888,1
400,3,3,2,0.45,2864,11,0.888,1
259,3,3,2,0.132,2936,11,0.943,1
390,3,3,2,0.148,2845,11,0.943,1
330,3,3,2,0.359,2922,11,0.888,1
473,3,3,2,0.048,3458,11,0.943,1
289,3,3,2,0.422,2778,11,0.943,1
466,3,3,2,0.12,3540,11,0.888,1
370,3,3,2,0.454,2766,11,0.943,1
433,3,3,2,0.172,2802,11,0.888,1
336,3,3,2,0.044,3194,11,0.943,1
342,3,3,2,0.406,2706,11,0.888,1
337,3,3,2,0.51,2805,11,0.943,1
336,3,3,2,0.176,2870,11,0.888,1
299,3,3,2,0.331,2880,11,0.888,1
282,3,3,2,0.557,2501,11,0.943,1
324,3,3,2,0.008,3302,11,0.943,1
337,3,3,2,0.223,3273,11,0.888,1
388,3,3,2,0.059,3410,11,0.943,1
396,3,3,2,0.071,3051,11,0.888,1
327,3,3,2,0.335,3117,11,0.888,1
382,3,3,2,0.522,2195,11,0.943,1
257,3,3,2,0.546,2199,11,0.943,1
341,3,3,2,0.271,2749,11,0.943,1
406,3,3,2,0.123,3368,11,0.943,1
395,3,3,2,0.096,3057,11,0.888,1
395,3,3,2,0.168,2936,11,0.943,1
261,3,3,2,0.546,2363,11,0.943,1
383,3,3,2,0.259,3117,11,0.888,1
403,3,3,2,0.199,3070,11,0.888,1
421,3,3,2,0.008,2842,11,0.943,1
317,3,3,2,0.335,2761,11,0.888,1
391,3,3,2,0.374,2691,11,0.943,1
495,3,3,2,0.063,3480,11,0.888,1
460,3,3,2,0.191,3101,11,0.943,1
401,3,3,2,0.127,3119,11,0.943,1
490,3,3,2,0.104,3233,11,0.888,1
371,3,3,2,0.203,2787,11,0.943,1
236,3,3,2,0.418,2773,11,0.943,1
366,3,3,2,0.008,3369,11,0.888,1
467,3,3,2,0.409,3503,11,0.888,1
326,3,3,2,0.283,2897,11,0.888,1
355,3,3,2,0.458,2805,11,0.943,1
255,3,3,2,0.669,2768,11,0.943,1
312,3,3,2,0.032,3252,11,0.888,1
493,3,3,2,0.116,3043,11,0.888,1
409,3,3,2,0.128,3282,11,0.888,1
330,3,3,2,0.398,2870,11,0.943,1
266,3,3,2,0.227,3058,11,0.943,1
319,3,3,2,0.347,2774,11,0.888,1
424,3,3,2,0.044,3077,11,0.888,1
456,3,3,2,0.036,3324,11,0.888,1
201,3,3,2,0.581,2307,11,0.888,1
288,3,3,2,0.697,2373,11,0.888,1
366,3,3,2,0.546,2610,11,0.888,1
357,3,3,2,0.084,3080,11,0.888,1
346,3,3,2,0.223,3184,11,0.943,1
521,3,3,2,0.187,3128,11,0.943,1
365,3,3,2,0.454,2394,11,0.888,1
360,3,3,2,0.633,2260,11,0.943,1
169,3,3,2,0.593,2546,11,0.943,1
242,3,3,2,0.41,2882,11,0.943,1
360,3,3,2,0.123,3170,11,0.943,1
343,3,3,2,0.374,3041,11,0.943,1
394,3,3,2,0,2999,11,0.943,1
343,3,3,2,0.136,3294,11,0.888,1
335,3,3,2,0.251,2817,11,0.943,1
377,3,3,2,0.048,3153,11,0.943,1
258,3,3,2,0.486,2666,11,0.888,1
240,3,3,2,0.713,2710,11,0.888,1
418,3,3,2,0.036,2946,11,0.888,1
356,3,3,2,0.055,3155,11,0.943,1
433,3,3,2,0.164,3270,11,0.888,1
280,3,3,2,0.55,2175,11,0.943,1
356,3,3,2,0.343,2554,11,0.943,1
379,3,3,2,0.271,3008,11,0.888,1
287,3,3,2,0.287,2958,11,0.888,1
472,3,3,2,0.41,2775,11,0.888,1
346,3,3,2,0.327,2639,11,0.888,1
327,3,3,2,0.207,2982,11,0.943,1
337,3,3,2,0.506,2471,11,0.943,1
382,3,3,2,0.148,3176,11,0.888,1
335,3,3,2,0.207,2950,11,0.943,1
337,3,3,2,0.506,2818,11,0.943,1
243,3,3,2,0.315,2361,11,0.888,1
480,3,3,2,0.215,3271,11,0.888,1
499,3,3,2,0.095,3558,11,0.943,1
422,3,3,2,0.199,3041,11,0.888,1
237,3,3,2,0.299,2706,11,0.943,1
292,3,3,2,0.243,2928,11,0.888,1
262,3,3,2,0.49,2682,11,0.888,1
242,3,3,2,0.279,2530,11,0.888,1
295,3,3,2,0.458,2591,11,0.943,1
389,3,3,2,0.14,2952,11,0.943,1
433,3,3,2,0.028,3459,11,0.943,1
343,3,3,2,0.14,2798,11,0.888,1
198,3,3,2,0.824,2252,11,0.888,1
328,3,3,2,0.331,2644,11,0.888,1
420,3,3,2,0.291,2757,11,0.943,1
207,3,3,2,0.494,2397,11,0.888,1
326,3,3,2,0.625,2583,11,0.943,1
367,3,3,2,0.035,3090,11,0.888,1
391,3,3,2,0.331,2529,11,0.888,1
387,3,3,2,0.283,2965,11,0.943,1
326,3,3,2,0.478,2646,11,0.943,1
310,3,3,2,0.16,3178,11,0.888,1
179,3,3,2,0.729,2297,11,0.943,1
333,3,3,2,0.359,2914,11,0.943,1
343,3,3,2,0.637,2817,11,0.943,1
220,3,3,2,0.561,2849,11,0.943,1
314,3,3,2,0.506,2857,11,0.943,1
340,3,3,2,0.283,2879,11,0.888,1
329,3,3,2,0.37,2811,11,0.888,1
335,3,3,2,0.271,2818,11,0.943,1
364,3,3,2,0.434,3009,11,0.943,1
484,3,3,2,0.191,3107,11,0.943,1
358,3,3,2,0.267,3126,11,0.888,1
429,3,3,2,0.406,3236,11,0.888,1
449,3,3,2,0.099,3269,11,0.943,1
280,3,3,2,0.263,2940,11,0.888,1
432,3,3,2,0.366,2860,11,0.943,1
282,3,3,2,0.323,2738,11,0.943,1
352,3,3,2,0.414,2639,11,0.888,1
359,3,3,2,0.06,2936,11,0.888,1
301,3,3,2,0.506,2354,11,0.888,1
357,3,3,2,0.259,3199,11,0.943,1
322,3,3,2,0.713,2336,11,0.888,1
418,3,3,2,0.132,2864,11,0.888,1
444,3,3,2,0.015,3426,11,0.943,1
283,3,3,2,0.179,2744,11,0.888,1
405,3,3,2,0.315,3129,11,0.943,1
340,3,3,2,0.581,2587,11,0.943,1
348,3,3,2,0.323,2313,11,0.943,1
515,3,3,2,0.012,2995,11,0.943,1
316,3,3,2,0.335,2610,11,0.888,1
446,3,3,2,0.156,2539,11,0.888,1
257,3,3,2,0.546,2123,11,0.888,1
160,3,3,2,0.633,2210,11,0.943,1
237,3,3,2,0.462,2536,11,0.943,1
378,3,3,2,0.156,2801,11,0.888,1
352,3,3,2,0.665,2571,11,0.888,1
412,3,3,2,0.283,3387,11,0.943,1
446,3,3,2,0.111,3089,11,0.943,1
318,3,3,2,0.231,2681,11,0.888,1
441,3,3,2,0.402,2621,11,0.888,1
394,3,3,2,0.148,2547,11,0.888,1
314,3,3,2,0.526,2813,11,0.888,1
258,3,3,2,0.995,1507,3,0.943,1
288,3,3,2,1.218,1315,3,0.943,1
263,3,3,2,0.939,1723,6,0.943,1
272,3,3,2,0.677,1600,6,0.943,1
194,3,3,2,1.266,1472,3,0.888,1
256,3,3,2,1.142,1191,6,0.943,1
316,3,3,2,0.76,1864,6,0.943,1
217,3,3,2,1.258,1258,6,0.943,1
268,3,3,2,1.154,1497,6,0.888,1
308,3,3,2,0.884,1551,3,0.943,1
235,3,3,2,0.561,1553,3,0.888,1
263,3,3,2,1.039,1523,3,0.943,1
239,3,3,2,1.047,1378,3,0.888,1
225,3,3,2,1.353,1100,3,0.888,1
255,3,3,2,1.107,1433,6,0.888,1
294,3,3,2,1.194,1429,3,0.943,1
267,3,3,2,1.174,1577,3,0.888,1
296,3,3,2,0.955,1514,3,0.943,1
214,3,3,2,1.162,1525,6,0.888,1
223,3,3,2,1.31,1285,6,0.888,1
174,3,3,2,1.15,1239,6,0.888,1
225,3,3,2,1.266,1421,6,0.888,1
273,3,3,2,1.134,1317,6,0.943,1
204,3,3,2,1.222,1368,6,0.943,1
257,3,3,2,0.924,1401,6,0.888,1
219,3,3,2,1.023,1405,6,0.888,1
265,3,3,2,1.194,1287,3,0.943,1
256,3,3,2,1.039,1226,6,0.888,1
241,3,3,2,1.142,1478,6,0.943,1
277,3,3,2,0.947,1499,6,0.888,1
342,3,3,2,0.876,1629,3,0.888,1
306,3,3,2,0.697,1625,3,0.943,1
264,3,3,2,0.991,1509,3,0.888,1
286,3,3,2,0.804,1719,3,0.943,1
323,3,3,2,1.051,1512,3,0.888,1
268,3,3,2,0.955,1432,3,0.943,1
268,3,3,2,0.673,1598,6,0.888,1
265,3,3,2,0.764,1648,3,0.888,1
289,3,3,2,1.174,1471,3,0.943,1
353,3,3,2,1.047,1674,6,0.888,1
201,3,3,2,1.393,1142,3,0.888,1
229,3,3,2,1.134,1484,3,0.888,1
275,3,3,2,1.178,1458,3,0.943,1
255,3,3,2,0.844,1559,6,0.943,1
258,3,3,2,1.302,1470,6,0.888,1
245,3,3,2,1.377,1278,3,0.888,1
239,3,3,2,1.067,1189,6,0.943,1
223,3,3,2,1.238,1250,6,0.888,1
314,3,3,2,1.003,1483,6,0.943,1
203,3,3,2,1.266,1214,3,0.943,1
240,3,3,2,1.063,1363,6,0.943,1
233,3,3,2,1.437,1185,3,0.888,1
242,3,3,2,1.214,1256,3,0.888,1
238,3,3,2,1.393,1155,6,0.888,1
249,3,3,2,1.341,1297,6,0.888,1
254,3,3,2,1.011,1488,3,0.943,1
226,3,3,2,1.397,1423,3,0.888,1
268,3,3,2,1.015,1247,3,0.943,1
238,3,3,2,1.489,1241,3,0.943,1
239,3,3,2,0.951,1500,3,0.943,1
279,3,3,2,0.88,1420,6,0.943,1
188,3,3,2,1.13,1228,6,0.888,1
181,3,3,2,1.091,1383,6,0.888,1
258,3,3,2,1.071,1543,3,0.943,1
257,3,3,2,1.019,1454,6,0.943,1
206,3,3,2,0.991,1390,6,0.888,1
258,3,3,2,1.099,1568,6,0.888,1
255,3,3,2,1.079,1605,6,0.888,1
215,3,3,2,1.242,1274,3,0.888,1
239,3,3,2,0.983,1470,3,0.943,1
226,3,3,2,1.202,1412,6,0.888,1
289,3,3,2,1.27,1300,6,0.888,1
255,3,3,2,1.341,1255,6,0.943,1
226,3,3,2,1.075,1347,3,0.888,1
253,3,3,2,1.242,1301,6,0.943,1
229,3,3,2,1.158,1589,6,0.943,1
282,3,3,2,0.8,1525,3,0.888,1
256,3,3,2,1.29,1365,3,0.888,1
296,3,3,2,0.904,1496,3,0.888,1
278,3,3,2,0.848,1437,3,0.943,1
277,3,3,2,1.071,1344,6,0.888,1
289,3,3,2,1.047,1461,3,0.888,1
324,3,3,2,1.027,1576,6,0.888,1
229,3,3,2,1.313,1341,6,0.888,1
240,3,3,2,1.126,1485,3,0.888,1
232,3,3,2,1.071,1378,3,0.943,1
235,3,3,2,1.035,1479,6,0.888,1
287,3,3,2,1.099,1513,3,0.943,1
237,3,3,2,1.015,1279,6,0.888,1
250,3,3,2,1.222,1469,6,0.943,1
277,3,3,2,0.832,1618,3,0.888,1
242,3,3,2,1.504,1174,6,0.943,1
230,3,3,2,1.258,1360,3,0.888,1
257,3,3,2,1.234,1272,3,0.943,1
243,3,3,2,1.302,1476,6,0.888,1
294,3,3,2,0.872,1502,3,0.888,1
309,3,3,2,0.924,1485,3,0.943,1
175,3,3,2,1.333,1027,6,0.888,1
253,3,3,2,1.516,1248,6,0.943,1
252,3,3,2,1.063,1358,6,0.943,1
297,3,3,2,0.963,1577,3,0.943,1
315,3,3,2,0.856,1751,3,0.943,1
233,3,3,2,1.262,1518,3,0.888,1
268,3,3,2,0.959,1387,6,0.943,1
257,3,3,2,1.115,1290,3,0.888,1
247,3,3,2,0.963,1515,6,0.888,1
255,3,3,2,1.091,1446,3,0.943,1
275,3,3,2,1.015,1375,3,0.888,1
240,3,3,2,0.852,1440,3,0.888,1
281,3,3,2,0.943,1537,3,0.888,1
213,3,3,2,1.146,1434,6,0.888,1
279,3,3,2,1.003,1469,6,0.943,1
232,3,3,2,1.023,1383,6,0.943,1
171,3,3,2,1.134,1477,3,0.943,1
228,3,3,2,1.612,1117,6,0.943,1
249,3,3,2,1.043,1448,6,0.888,1
217,3,3,2,1.425,1144,3,0.888,1
244,3,3,2,1.298,1104,6,0.943,1
227,3,3,2,1.222,1177,3,0.888,1
169,3,3,2,1.119,1313,6,0.943,1
213,3,3,2,1.373,1483,3,0.888,1
257,3,3,2,0.951,1450,3,0.888,1
254,3,3,2,0.935,1551,6,0.943,1
326,3,3,2,0.852,1532,3,0.943,1
267,3,3,2,1.186,1334,6,0.888,1
231,3,3,2,1.194,1306,6,0.943,1
258,3,3,2,0.713,1792,6,0.888,1
240,3,3,2,0.943,1463,3,0.943,1
229,3,3,2,1.246,1379,3,0.943,1
227,3,3,2,1.166,1517,6,0.888,1
269,3,3,2,0.888,1539,3,0.888,1
241,3,3,2,0.685,1491,6,0.888,1
207,3,3,2,0.955,1491,6,0.888,1
280,3,3,2,0.888,1560,6,0.888,1
266,3,3,2,1.158,1616,6,0.888,1
260,3,3,2,0.872,1544,6,0.943,1
279,3,3,2,1.075,1459,3,0.943,1
246,3,3,2,1.369,1085,6,0.943,1
190,3,3,2,1.178,1535,3,0.888,1
290,3,3,2,0.808,1621,6,0.943,1
268,3,3,2,0.995,1625,6,0.888,1
244,3,3,2,1.123,1499,6,0.943,1
286,3,3,2,0.995,1584,6,0.888,1
255,3,3,2,1.258,1348,6,0.943,1
240,3,3,2,1.369,1066,3,0.943,1
249,3,3,2,1.003,1529,3,0.888,1
273,3,3,2,1.317,1039,6,0.943,1
303,3,3,2,0.935,1486,6,0.888,1
302,3,3,2,0.9,1607,6,0.888,1
258,3,3,2,1.123,1226,3,0.943,1
211,3,3,2,1.52,988,3,0.888,1
272,3,3,2,1.123,1542,6,0.943,1
248,3,3,2,1.15,1429,6,0.943,1
332,3,3,2,0.999,1451,6,0.943,1
247,3,3,2,0.896,1556,3,0.943,1
287,3,3,2,1.206,1545,3,0.943,1
322,3,3,2,0.657,1652,6,0.943,1
228,3,3,2,1.043,1363,3,0.943,1
290,3,3,2,1.119,1441,6,0.943,1
233,3,3,2,1.27,1323,6,0.943,1
236,3,3,2,1.21,1300,3,0.943,1
278,3,3,2,1.174,1492,6,0.943,1
270,3,3,2,1.306,1339,6,0.943,1
261,3,3,2,0.999,1538,6,0.888,1
253,3,3,2,1.023,1338,3,0.888,1
218,3,3,2,1.19,1356,6,0.943,1
224,3,3,2,1.262,1341,3,0.888,1
212,3,3,2,0.916,1552,6,0.888,1
232,3,3,2,1.055,1530,6,0.888,1
268,3,3,2,1.047,1626,3,0.943,1
253,3,3,2,0.932,1675,6,0.888,1
228,3,3,2,1.25,1265,3,0.888,1
219,3,3,2,1.62,1155,6,0.943,1
213,3,3,2,0.808,1419,6,0.888,1
233,3,3,2,1.043,1529,6,0.943,1
295,3,3,2,0.768,1542,3,0.943,1
266,3,3,2,0.963,1445,3,0.943,1
213,3,3,2,1.218,1153,3,0.888,1
297,3,3,2,0.689,1651,3,0.888,1
250,3,3,2,1.242,1490,6,0.888,1
261,3,3,2,1.051,1460,3,0.888,1
277,3,3,2,1.13,1384,3,0.888,1
283,3,3,2,1.154,1288,6,0.888,1
323,3,3,2,0.76,1570,6,0.888,1
260,3,3,2,0.756,1615,3,0.943,1
251,3,3,2,1.039,1347,6,0.888,1
271,3,3,2,1.067,1378,6,0.888,1
211,3,3,2,1.103,1380,3,0.943,1
271,3,3,2,0.963,1589,6,0.888,1
222,3,3,2,1.321,1285,3,0.888,1
270,3,3,2,1.254,1608,6,0.888,1
256,3,3,2,0.904,1458,3,0.888,1
303,3,3,2,0.947,1552,6,0.888,1
260,3,3,2,1.162,1331,3,0.888,1
286,3,3,2,1.266,1422,3,0.943,1
250,3,3,2,1.083,1582,3,0.943,1
271,3,3,2,1.011,1593,6,0.888,1
253,3,3,2,1.107,1514,6,0.888,1
272,3,3,2,1.095,1356,6,0.888,1
299,3,3,2,0.82,1516,3,0.888,1
274,3,3,2,1.337,1346,3,0.943,1
268,3,3,2,1.154,1465,6,0.943,1
214,3,3,2,1.25,1481,6,0.943,1
197,3,3,2,1.234,1191,6,0.888,1
248,3,3,2,1.031,1362,6,0.943,1
258,3,3,2,0.876,1659,3,0.888,1
192,3,3,2,1.349,1380,3,0.943,1
277,3,3,2,1.15,1313,3,0.943,1
235,3,3,2,1.182,1484,3,0.943,1
