Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
1422,6.30,0.23,0.21,5.10,0.04,29.00,142.00,0.99,3.36,0.33,10.10,7,White Wine
5644,5.90,0.24,0.26,12.30,0.05,34.00,134.00,1.00,3.34,0.45,9.50,6,White Wine
4731,7.40,0.41,0.66,10.80,0.05,77.00,194.00,1.00,3.05,0.46,8.70,5,White Wine
1900,6.00,0.26,0.50,2.20,0.05,59.00,153.00,0.99,3.08,0.61,9.80,5,White Wine
2734,9.70,0.24,0.49,4.90,0.03,3.00,18.00,0.99,2.85,0.54,10.00,6,White Wine
1791,6.10,0.60,0.00,1.30,0.04,24.00,79.00,0.99,3.31,0.38,9.40,4,White Wine
2075,6.90,0.21,0.33,1.80,0.03,48.00,136.00,0.99,3.25,0.41,12.60,7,White Wine
2872,6.70,0.30,0.50,12.10,0.04,38.00,127.00,1.00,3.04,0.53,8.90,6,White Wine
5452,7.00,0.21,0.31,6.00,0.05,29.00,108.00,0.99,3.26,0.50,10.80,6,White Wine
6003,7.10,0.60,0.00,1.80,0.07,16.00,34.00,1.00,3.47,0.70,9.90,6,Red Wine
5373,6.70,0.17,0.42,10.40,0.04,85.00,182.00,1.00,3.04,0.44,8.90,6,White Wine
4238,6.90,0.25,0.47,8.40,0.04,36.00,156.00,1.00,3.15,0.55,9.40,6,White Wine
3705,8.30,0.36,0.57,15.00,0.05,35.00,256.00,1.00,2.93,0.64,8.60,5,White Wine
2055,6.20,0.37,0.30,6.60,0.35,79.00,200.00,1.00,3.29,0.58,9.60,5,White Wine
5585,6.60,0.23,0.37,8.50,0.04,46.00,153.00,1.00,3.20,0.48,9.40,6,White Wine
2639,5.90,0.44,0.00,1.60,0.04,3.00,11.00,0.99,3.48,0.85,11.70,6,Red Wine
6134,7.00,0.31,0.26,7.40,0.07,28.00,160.00,1.00,3.13,0.46,9.80,6,White Wine
5489,6.60,0.16,0.57,1.10,0.13,58.00,140.00,0.99,3.12,0.39,9.30,7,White Wine
384,10.00,0.48,0.24,2.70,0.10,13.00,32.00,1.00,3.28,0.56,10.00,6,Red Wine
1833,7.00,0.23,0.28,2.70,0.05,16.00,92.00,0.99,3.18,0.56,9.30,5,White Wine
2972,6.20,0.21,0.29,1.60,0.04,24.00,92.00,0.99,3.27,0.50,11.20,6,White Wine
6290,7.70,0.39,0.34,10.00,0.06,35.00,178.00,1.00,3.26,0.60,10.20,5,White Wine
3910,7.70,0.28,0.30,1.00,0.04,19.00,75.00,0.99,3.01,0.56,10.70,5,White Wine
3240,11.80,0.38,0.55,2.10,0.07,5.00,19.00,1.00,3.11,0.62,10.80,6,Red Wine
342,5.70,0.20,0.24,13.80,0.05,44.00,112.00,1.00,2.97,0.66,8.80,6,White Wine
2623,7.90,0.28,0.32,3.60,0.04,9.00,76.00,0.99,3.05,0.31,11.70,4,White Wine
2223,8.70,0.68,0.10,1.60,0.09,4.00,11.00,1.00,3.31,0.65,9.55,5,Red Wine
85,6.80,0.46,0.26,6.30,0.15,49.00,159.00,0.99,3.14,0.47,10.00,5,White Wine
4475,6.20,0.70,0.15,5.10,0.08,13.00,27.00,1.00,3.54,0.60,11.90,6,Red Wine
394,8.50,0.40,0.40,6.30,0.05,3.00,10.00,1.00,3.28,0.56,12.00,4,Red Wine
2890,6.10,0.17,0.27,1.50,0.06,45.00,135.00,0.99,3.20,0.43,10.20,6,White Wine
3376,8.30,0.85,0.14,2.50,0.09,13.00,54.00,1.00,3.36,0.54,10.10,5,Red Wine
5788,7.50,0.18,0.31,6.50,0.03,53.00,160.00,0.99,3.03,0.38,10.90,6,White Wine
6174,10.00,0.35,0.47,2.00,0.06,6.00,11.00,1.00,3.23,0.52,12.00,6,Red Wine
422,8.40,1.03,0.15,6.00,0.07,11.00,54.00,1.00,3.37,0.49,9.90,5,Red Wine
6043,5.20,0.36,0.08,13.50,0.04,37.00,142.00,1.00,3.46,0.39,9.90,6,White Wine
5579,6.80,0.21,0.31,2.90,0.05,40.00,121.00,0.99,3.07,0.65,10.90,7,White Wine
5961,7.80,0.59,0.33,2.00,0.07,24.00,120.00,1.00,3.25,0.54,9.40,5,Red Wine
3981,5.80,0.33,0.23,5.00,0.05,29.00,106.00,0.99,3.13,0.52,9.00,5,White Wine
6053,8.10,0.40,0.32,7.90,0.03,23.00,118.00,0.99,3.05,0.46,13.30,7,White Wine
4858,7.30,0.17,0.23,6.30,0.05,35.00,240.00,1.00,3.36,0.54,10.00,6,White Wine
1203,6.80,0.32,0.34,1.20,0.04,14.00,67.00,0.99,3.05,0.47,10.60,4,White Wine
1398,6.50,0.23,0.39,1.90,0.04,41.00,98.00,0.99,3.19,0.43,11.90,7,White Wine
4170,6.20,0.18,0.38,1.50,0.03,36.00,117.00,0.99,3.47,0.54,9.70,6,White Wine
3140,7.40,0.96,0.00,2.20,0.09,16.00,32.00,1.00,3.58,0.67,10.20,5,Red Wine
1176,6.80,0.26,0.22,4.80,0.04,110.00,198.00,0.99,3.29,0.67,10.60,5,White Wine
4088,7.40,0.27,0.28,1.80,0.04,45.00,121.00,0.99,3.02,0.40,11.90,5,White Wine
2212,8.30,0.56,0.22,2.40,0.08,10.00,86.00,1.00,3.37,0.62,9.50,5,Red Wine
5292,6.40,0.80,0.00,2.20,0.07,28.00,52.00,0.99,3.49,0.52,11.60,5,Red Wine
5964,5.90,0.45,0.26,1.40,0.03,23.00,109.00,0.99,3.30,0.36,10.50,6,White Wine
4697,8.10,0.33,0.22,5.20,0.05,24.00,151.00,1.00,3.22,0.47,10.30,5,White Wine
3810,8.90,0.40,0.32,5.60,0.09,10.00,47.00,1.00,3.38,0.77,10.50,7,Red Wine
2580,6.80,0.23,0.29,15.40,0.07,56.00,173.00,1.00,3.06,0.41,8.70,6,White Wine
6220,9.70,0.24,0.49,4.90,0.03,3.00,18.00,0.99,2.85,0.54,10.00,6,White Wine
1887,7.70,0.23,0.31,10.70,0.04,59.00,186.00,1.00,3.12,0.55,9.50,6,White Wine
5158,6.10,0.28,0.27,4.70,0.03,56.00,140.00,0.99,3.16,0.42,12.50,8,White Wine
1213,5.70,0.31,0.29,7.30,0.05,33.00,143.00,0.99,3.31,0.50,11.07,6,White Wine
4732,7.00,0.30,0.51,13.60,0.05,40.00,168.00,1.00,3.07,0.52,9.60,7,White Wine
5221,7.70,0.28,0.24,2.40,0.04,29.00,157.00,0.99,3.27,0.56,10.60,6,White Wine
5894,7.90,0.26,0.26,2.00,0.03,40.00,190.00,0.99,3.04,0.39,11.20,6,White Wine
4085,5.20,0.44,0.04,1.40,0.04,43.00,119.00,0.99,3.36,0.33,12.10,8,White Wine
3327,6.50,0.42,0.40,13.10,0.04,59.00,241.00,1.00,3.23,0.57,9.00,5,White Wine
15,6.70,0.28,0.34,8.90,0.05,32.00,111.00,0.99,3.25,0.54,11.00,7,White Wine
1380,8.00,0.57,0.23,3.20,0.07,17.00,119.00,1.00,3.26,0.57,9.30,5,Red Wine
6106,5.90,0.55,0.10,2.20,0.06,39.00,51.00,1.00,3.52,0.76,11.20,6,Red Wine
3855,7.50,0.57,0.08,2.60,0.09,14.00,27.00,1.00,3.30,0.59,10.40,6,Red Wine
2933,8.90,0.24,0.39,1.60,0.07,3.00,10.00,1.00,3.12,0.59,9.50,6,Red Wine
3501,10.50,0.51,0.64,2.40,0.11,6.00,15.00,1.00,3.09,0.66,11.80,7,Red Wine
6041,6.90,0.20,0.36,1.50,0.03,38.00,147.00,0.99,3.35,0.56,11.00,6,White Wine
3655,8.20,0.31,0.40,2.20,0.06,6.00,10.00,1.00,3.31,0.68,11.20,7,Red Wine
1893,7.80,0.27,0.33,2.40,0.05,36.00,175.00,0.99,3.20,0.55,11.00,6,White Wine
4543,6.40,0.34,0.23,6.30,0.04,37.00,143.00,0.99,3.19,0.65,10.00,6,White Wine
5138,6.20,0.25,0.38,7.90,0.04,54.00,208.00,1.00,3.17,0.46,9.10,5,White Wine
2183,6.80,0.27,0.30,13.00,0.05,69.00,160.00,1.00,3.16,0.50,9.60,6,White Wine
3724,9.20,0.18,0.49,1.50,0.04,39.00,130.00,0.99,3.04,0.49,9.80,7,White Wine
3220,6.20,0.25,0.28,8.50,0.04,28.00,108.00,0.99,3.40,0.42,10.40,6,White Wine
2032,5.90,0.32,0.26,1.50,0.06,17.00,141.00,0.99,3.24,0.36,10.70,5,White Wine
2029,10.60,0.28,0.39,15.50,0.07,6.00,23.00,1.00,3.12,0.66,9.20,5,Red Wine
1197,6.90,0.41,0.22,4.20,0.03,10.00,102.00,0.99,3.00,0.86,11.60,4,White Wine
5873,8.70,0.82,0.02,1.20,0.07,36.00,48.00,1.00,3.20,0.58,9.80,5,Red Wine
4379,7.00,0.58,0.28,4.80,0.09,12.00,69.00,1.00,3.32,0.70,11.00,6,Red Wine
1490,6.40,0.57,0.02,1.80,0.07,4.00,11.00,1.00,3.46,0.68,9.50,5,Red Wine
4372,5.90,0.22,0.45,22.60,0.12,55.00,122.00,1.00,3.10,0.35,12.80,5,White Wine
2667,7.20,0.37,0.15,2.00,0.03,27.00,87.00,0.99,3.30,0.59,12.60,7,White Wine
1577,7.40,0.19,0.30,12.80,0.05,48.50,212.00,1.00,3.14,0.49,9.10,7,White Wine
2071,5.30,0.76,0.03,2.70,0.04,27.00,93.00,0.99,3.34,0.38,9.20,5,White Wine
3482,6.80,0.25,0.34,4.70,0.03,34.00,134.00,0.99,3.21,0.38,10.60,6,White Wine
5281,5.60,0.54,0.04,1.70,0.05,5.00,13.00,0.99,3.72,0.58,11.40,5,Red Wine
5366,6.90,0.30,0.21,15.70,0.06,49.00,159.00,1.00,3.11,0.48,9.00,5,White Wine
737,8.80,0.46,0.45,2.60,0.07,7.00,18.00,0.99,3.32,0.79,14.00,6,Red Wine
1835,7.60,0.18,0.28,7.10,0.04,29.00,110.00,1.00,3.20,0.42,9.20,6,White Wine
1411,8.10,0.55,0.18,1.90,0.08,13.00,35.00,1.00,3.30,0.59,9.00,6,Red Wine
3124,7.30,0.33,0.40,6.85,0.04,32.00,138.00,0.99,3.03,0.30,11.90,7,White Wine
4100,8.30,0.49,0.23,6.65,0.03,6.00,158.00,0.99,3.05,0.48,11.20,5,White Wine
4634,9.30,0.49,0.36,1.70,0.08,3.00,14.00,1.00,3.27,0.78,10.90,6,Red Wine
415,7.60,0.47,0.49,13.00,0.24,42.00,220.00,1.00,2.96,0.51,9.20,5,White Wine
2921,6.10,0.40,0.16,1.80,0.07,11.00,25.00,1.00,3.42,0.74,10.10,7,Red Wine
2357,7.00,0.24,0.35,1.50,0.05,51.00,128.00,0.99,3.41,0.59,10.40,7,White Wine
3896,7.30,0.25,0.29,7.50,0.05,38.00,158.00,1.00,3.43,0.38,9.60,5,White Wine
5480,6.50,0.38,0.53,1.40,0.14,5.00,69.00,0.99,3.14,0.52,10.10,4,White Wine
735,6.20,0.36,0.14,8.90,0.04,38.00,155.00,1.00,3.27,0.50,9.40,5,White Wine
4320,6.30,0.27,0.38,0.90,0.05,7.00,140.00,0.99,3.45,0.50,10.50,7,White Wine
3304,7.80,0.26,0.31,3.60,0.03,22.00,100.00,0.99,2.99,0.47,12.10,7,White Wine
5198,7.20,0.53,0.14,2.10,0.06,15.00,29.00,0.99,3.35,0.61,12.10,6,Red Wine
4426,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8,White Wine
3518,6.00,0.40,0.30,1.60,0.05,30.00,117.00,0.99,3.17,0.48,10.10,6,White Wine
3583,6.60,0.24,0.38,12.75,0.03,8.00,74.00,0.99,3.10,0.57,12.90,6,White Wine
170,9.90,0.63,0.24,2.40,0.08,6.00,33.00,1.00,3.09,0.57,9.40,5,Red Wine
1255,6.40,0.18,0.32,9.60,0.05,24.00,90.00,1.00,3.35,0.49,9.40,6,White Wine
2962,7.10,0.29,0.34,7.80,0.04,49.00,128.00,0.99,3.21,0.40,10.70,6,White Wine
3519,6.90,0.17,0.30,2.00,0.05,13.00,117.00,0.99,3.16,0.51,11.60,6,White Wine
1455,6.20,0.22,0.30,12.40,0.05,108.00,152.00,1.00,3.10,0.47,9.50,6,White Wine
1014,6.30,0.98,0.01,2.00,0.06,15.00,33.00,0.99,3.60,0.46,11.20,6,Red Wine
5923,6.80,0.25,0.30,11.80,0.04,53.00,133.00,1.00,3.03,0.58,10.40,6,White Wine
1519,8.10,0.87,0.00,2.20,0.08,10.00,31.00,1.00,3.25,0.50,9.80,5,Red Wine
704,6.40,0.50,0.20,2.40,0.06,19.00,112.00,0.99,3.18,0.40,9.20,6,White Wine
2967,7.40,0.32,0.22,1.70,0.05,50.00,179.00,1.00,3.28,0.69,8.90,5,White Wine
5998,7.40,0.67,0.12,1.60,0.19,5.00,21.00,1.00,3.39,0.54,9.50,5,Red Wine
4477,7.00,0.35,0.24,1.90,0.04,21.00,144.00,0.99,3.35,0.38,11.00,5,White Wine
2936,9.70,0.66,0.34,2.60,0.09,12.00,88.00,1.00,3.26,0.66,10.10,5,Red Wine
2731,7.90,0.37,0.31,2.85,0.04,5.00,24.00,0.99,3.19,0.36,11.90,6,White Wine
4141,6.90,0.29,0.40,19.45,0.04,36.00,156.00,1.00,2.93,0.47,8.90,5,White Wine
1382,8.20,0.52,0.34,1.20,0.04,18.00,167.00,0.99,3.24,0.39,10.60,5,White Wine
4133,9.40,0.30,0.56,2.80,0.08,6.00,17.00,1.00,3.15,0.92,11.70,8,Red Wine
1361,6.00,0.20,0.26,14.70,0.04,53.00,125.00,1.00,2.99,0.69,9.40,6,White Wine
4677,6.40,0.20,0.15,6.60,0.05,26.00,113.00,0.99,2.99,0.58,9.90,6,White Wine
2632,7.30,0.40,0.28,6.50,0.04,26.00,97.00,0.99,3.16,0.58,12.60,7,White Wine
2648,7.60,0.39,0.46,11.70,0.08,55.00,170.00,1.00,2.91,0.51,9.00,5,White Wine
4906,8.00,0.24,0.30,17.45,0.06,43.00,184.00,1.00,3.05,0.50,9.20,6,White Wine
4266,6.20,0.32,0.45,2.90,0.03,37.00,94.00,0.99,3.25,0.60,12.40,6,White Wine
6422,6.40,0.23,0.35,10.30,0.04,54.00,140.00,1.00,3.23,0.47,9.20,5,White Wine
3207,9.70,0.69,0.32,2.50,0.09,22.00,91.00,1.00,3.29,0.62,10.10,5,Red Wine
3156,11.10,0.39,0.54,2.70,0.10,21.00,101.00,1.00,3.13,0.51,9.50,5,Red Wine
410,7.30,0.19,0.25,1.40,0.05,41.00,107.00,0.99,3.53,0.66,10.50,7,White Wine
6419,6.60,0.36,0.47,1.40,0.14,26.00,124.00,0.99,3.09,0.56,10.10,6,White Wine
6207,11.90,0.58,0.66,2.50,0.07,6.00,37.00,1.00,3.05,0.56,10.00,5,Red Wine
4140,6.70,0.21,0.48,14.80,0.05,31.00,195.00,1.00,2.95,0.75,8.80,6,White Wine
3170,6.30,0.31,0.30,10.00,0.05,49.00,212.00,1.00,3.74,0.55,11.90,6,White Wine
1041,7.40,0.21,0.27,7.30,0.03,41.00,144.00,0.99,3.15,0.38,11.80,7,White Wine
1315,8.00,0.45,0.23,2.20,0.09,16.00,29.00,1.00,3.21,0.49,10.20,6,Red Wine
693,6.40,0.26,0.22,5.10,0.04,23.00,131.00,0.99,3.29,0.32,10.10,5,White Wine
4488,8.30,0.43,0.30,3.40,0.08,7.00,34.00,1.00,3.36,0.61,10.50,5,Red Wine
2735,6.90,0.26,0.27,4.20,0.03,20.00,80.00,0.99,3.12,0.39,11.50,6,White Wine
5091,8.40,0.20,0.27,6.30,0.05,30.00,143.00,1.00,3.25,0.50,9.10,6,White Wine
6162,7.20,0.39,0.62,11.00,0.05,66.00,178.00,1.00,3.16,0.50,8.70,5,White Wine
1132,7.00,0.17,0.42,1.00,0.07,19.00,71.00,0.99,3.32,0.62,11.40,6,White Wine
463,7.60,0.21,0.44,1.90,0.04,10.00,119.00,0.99,3.01,0.70,12.80,6,White Wine
5443,6.90,0.25,0.26,5.20,0.02,36.00,135.00,0.99,3.16,0.72,10.70,7,White Wine
5119,7.00,0.35,0.17,1.10,0.05,7.00,119.00,0.99,3.13,0.36,9.70,6,White Wine
36,6.40,0.32,0.27,4.90,0.03,18.00,122.00,0.99,3.36,0.71,12.50,6,White Wine
234,7.70,0.34,0.28,11.00,0.04,31.00,117.00,1.00,3.27,0.29,9.20,6,White Wine
224,7.10,0.44,0.27,8.40,0.06,60.00,160.00,0.99,3.16,0.36,11.80,6,White Wine
1151,6.30,0.43,0.32,8.80,0.04,18.00,106.00,0.99,3.28,0.33,12.90,7,White Wine
4665,7.70,0.30,0.42,14.30,0.04,45.00,213.00,1.00,3.18,0.63,9.20,5,White Wine
4779,8.90,0.12,0.45,1.80,0.07,10.00,21.00,1.00,3.41,0.76,11.90,7,Red Wine
5573,6.70,0.24,0.35,13.10,0.05,64.00,205.00,1.00,3.15,0.50,9.50,5,White Wine
3580,7.00,0.38,0.49,2.50,0.10,33.00,85.00,1.00,3.39,0.77,11.40,6,Red Wine
2661,6.20,0.31,0.26,4.80,0.04,36.00,148.00,0.99,3.21,0.41,10.40,6,White Wine
23,8.40,0.71,0.20,2.40,0.08,10.00,38.00,1.00,3.31,0.64,9.40,5,Red Wine
6163,7.30,0.23,0.37,1.80,0.03,60.00,156.00,0.99,3.11,0.35,11.10,6,White Wine
5567,5.90,0.18,0.29,4.60,0.03,68.00,137.00,0.99,3.21,0.38,11.30,6,White Wine
4127,9.80,0.44,0.47,2.50,0.06,9.00,28.00,1.00,3.24,0.65,10.80,6,Red Wine
635,5.20,0.15,0.33,1.60,0.03,13.00,59.00,0.99,3.30,0.84,11.90,8,White Wine
1928,6.70,0.26,0.29,7.70,0.04,40.00,179.00,0.99,3.23,0.56,10.40,6,White Wine
202,7.40,0.18,0.30,10.40,0.04,44.00,174.00,1.00,3.11,0.57,9.70,6,White Wine
4340,7.10,0.18,0.36,1.40,0.04,31.00,87.00,0.99,3.26,0.37,12.70,7,White Wine
5342,8.60,0.37,0.65,6.40,0.08,3.00,8.00,1.00,3.27,0.58,11.00,5,Red Wine
5275,6.40,0.25,0.74,7.80,0.04,52.00,209.00,1.00,3.21,0.42,9.20,6,White Wine
2740,6.90,0.54,0.04,3.00,0.08,7.00,27.00,1.00,3.69,0.91,9.40,6,Red Wine
2412,6.00,0.42,0.19,2.00,0.07,22.00,47.00,1.00,3.39,0.78,10.00,6,Red Wine
2836,5.80,0.29,0.26,1.70,0.06,3.00,11.00,0.99,3.39,0.54,13.50,6,Red Wine
4527,6.50,0.26,0.31,3.60,0.03,36.00,92.00,0.99,3.22,0.62,12.60,8,White Wine
5369,9.00,0.48,0.32,2.80,0.08,21.00,122.00,1.00,3.32,0.62,9.40,5,Red Wine
4772,8.20,0.57,0.26,2.20,0.06,28.00,65.00,1.00,3.30,0.43,10.10,5,Red Wine
2571,6.30,0.18,0.22,1.50,0.04,45.00,155.00,0.99,3.19,0.48,10.20,5,White Wine
5970,6.60,0.22,0.28,4.90,0.04,51.00,180.00,1.00,3.30,0.75,9.50,6,White Wine
1712,8.20,0.20,0.36,8.10,0.04,60.00,163.00,1.00,3.05,0.30,10.30,6,White Wine
390,7.40,0.31,0.26,8.60,0.05,47.00,206.00,1.00,3.26,0.36,9.10,5,White Wine
4344,6.40,0.25,0.32,5.50,0.05,41.00,176.00,0.99,3.19,0.68,9.20,6,White Wine
683,6.50,0.23,0.36,16.30,0.04,43.00,133.00,1.00,3.26,0.41,8.80,5,White Wine
5341,5.90,0.28,0.39,1.40,0.03,47.00,147.00,0.99,3.08,0.64,12.90,7,White Wine
5030,6.20,0.28,0.57,1.00,0.04,50.00,92.00,0.99,3.17,0.36,11.50,6,White Wine
587,5.80,0.17,0.34,1.80,0.04,96.00,170.00,0.99,3.38,0.90,11.80,8,White Wine
4668,6.50,0.27,0.19,6.60,0.04,98.00,175.00,0.99,3.16,0.34,10.10,6,White Wine
520,6.60,0.22,0.23,17.30,0.05,37.00,118.00,1.00,3.08,0.46,8.80,6,White Wine
5147,7.00,0.24,0.26,1.70,0.04,31.00,110.00,0.99,3.20,0.53,11.00,6,White Wine
244,6.50,0.19,0.26,5.20,0.04,31.00,140.00,0.99,3.26,0.68,9.50,6,White Wine
4160,6.80,0.29,0.56,11.90,0.04,66.00,230.00,1.00,3.02,0.63,9.30,5,White Wine
1788,5.90,0.34,0.30,3.80,0.04,57.00,135.00,0.99,3.09,0.34,12.00,6,White Wine
3066,6.50,0.28,0.27,5.20,0.04,44.00,179.00,0.99,3.19,0.69,9.40,6,White Wine
1813,7.20,0.28,0.26,12.50,0.05,48.00,179.00,1.00,3.10,0.52,9.00,6,White Wine
1149,7.80,0.30,0.74,1.80,0.03,33.00,156.00,0.99,3.29,0.52,12.80,6,White Wine
5927,6.60,0.18,0.28,3.30,0.04,18.00,91.00,0.99,3.42,0.64,10.80,6,White Wine
3320,6.80,0.23,0.48,1.50,0.04,35.00,165.00,0.99,3.18,0.45,11.30,6,White Wine
2888,7.70,0.75,0.27,3.80,0.11,34.00,89.00,1.00,3.24,0.45,9.30,5,Red Wine
3743,6.60,0.16,0.32,1.40,0.04,49.00,186.00,0.99,3.35,0.64,12.40,8,White Wine
3101,7.90,0.22,0.45,14.20,0.04,53.00,141.00,1.00,3.03,0.46,9.20,6,White Wine
5602,7.10,0.31,0.25,11.20,0.05,32.00,136.00,1.00,3.14,0.40,9.50,5,White Wine
1022,7.60,0.43,0.40,2.70,0.08,6.00,11.00,1.00,3.44,0.54,12.20,6,Red Wine
4581,7.00,0.27,0.32,6.80,0.05,47.00,193.00,0.99,3.23,0.39,11.40,6,White Wine
1946,8.00,0.30,0.36,11.00,0.03,8.00,70.00,0.99,3.05,0.41,12.20,6,White Wine
4008,6.20,0.28,0.27,10.30,0.03,26.00,108.00,0.99,3.20,0.36,10.70,6,White Wine
3431,5.20,0.25,0.23,1.40,0.05,20.00,77.00,0.99,3.32,0.62,11.40,5,White Wine
4153,7.00,0.22,0.30,1.80,0.07,16.00,20.00,1.00,3.61,0.82,10.00,6,Red Wine
3073,7.80,0.27,0.28,1.80,0.05,21.00,127.00,0.99,3.15,0.44,9.90,5,White Wine
2613,8.70,0.54,0.26,2.50,0.10,7.00,31.00,1.00,3.27,0.60,9.30,6,Red Wine
2131,6.30,0.28,0.34,8.10,0.04,44.00,129.00,0.99,3.26,0.29,12.10,6,White Wine
4713,7.40,0.55,0.22,2.20,0.11,12.00,72.00,1.00,3.05,0.63,9.20,5,Red Wine
3381,8.00,0.55,0.17,8.20,0.04,13.00,60.00,1.00,3.09,0.30,9.50,4,White Wine
2350,5.60,0.31,0.37,1.40,0.07,12.00,96.00,1.00,3.32,0.58,9.20,5,Red Wine
5470,7.20,0.34,0.24,2.00,0.07,30.00,52.00,1.00,3.44,0.58,10.10,5,Red Wine
4761,7.80,0.43,0.49,13.00,0.03,37.00,158.00,1.00,3.14,0.35,11.30,6,White Wine
4654,7.90,0.20,0.39,1.00,0.04,37.00,154.00,0.99,3.08,0.43,11.90,5,White Wine
3149,7.00,0.28,0.26,1.70,0.04,34.00,130.00,0.99,3.43,0.50,10.70,8,White Wine
3090,6.90,0.84,0.21,4.10,0.07,16.00,65.00,1.00,3.53,0.72,9.23,6,Red Wine
6413,6.90,0.39,0.40,4.60,0.02,5.00,19.00,0.99,3.31,0.37,12.60,3,White Wine
4556,7.30,0.28,0.42,1.20,0.03,29.00,142.00,0.99,3.17,0.43,10.70,4,White Wine
2847,7.40,0.30,0.22,1.40,0.05,16.00,135.00,0.99,3.08,0.77,10.40,7,White Wine
2315,5.10,0.29,0.28,8.30,0.03,27.00,107.00,0.99,3.36,0.37,11.00,6,White Wine
2838,5.00,0.26,0.22,2.70,0.04,46.00,153.00,0.99,3.75,0.76,11.30,6,White Wine
2103,8.20,0.23,0.42,1.90,0.07,9.00,17.00,0.99,3.21,0.54,12.30,6,Red Wine
3698,8.30,0.61,0.30,2.10,0.08,11.00,50.00,1.00,3.40,0.61,10.20,6,Red Wine
4770,7.90,0.44,0.26,4.45,0.03,23.00,100.00,0.99,3.17,0.52,12.70,6,White Wine
4015,7.00,0.15,0.28,14.70,0.05,29.00,149.00,1.00,2.96,0.39,9.00,7,White Wine
1294,8.00,0.27,0.24,1.20,0.04,20.00,102.00,0.99,3.28,0.42,10.90,5,White Wine
4792,7.20,0.23,0.38,14.30,0.06,55.00,194.00,1.00,3.09,0.44,9.00,6,White Wine
1718,6.80,0.26,0.24,1.90,0.04,70.00,154.00,0.99,3.18,0.52,10.50,5,White Wine
3664,10.00,0.43,0.33,2.70,0.10,28.00,89.00,1.00,3.22,0.68,10.00,5,Red Wine
1912,6.40,0.16,0.37,1.50,0.04,27.00,109.00,0.99,3.38,0.50,9.80,6,White Wine
5656,6.70,0.22,0.33,1.20,0.04,36.00,86.00,0.99,3.10,0.76,11.40,6,White Wine
2588,5.90,0.44,0.36,2.50,0.03,12.00,73.00,0.99,3.22,0.48,10.80,6,White Wine
2009,6.60,0.21,0.50,8.70,0.04,41.00,191.00,0.99,2.96,0.56,11.00,6,White Wine
3166,5.90,0.20,0.40,1.30,0.05,23.00,92.00,0.99,3.20,0.45,10.00,6,White Wine
2932,6.60,0.26,0.56,15.40,0.05,32.00,141.00,1.00,3.11,0.49,9.30,5,White Wine
5386,5.00,0.27,0.40,1.20,0.08,42.00,124.00,0.99,3.32,0.47,10.10,6,White Wine
684,7.60,0.20,0.26,4.80,0.03,26.00,76.00,0.99,2.98,0.49,12.30,7,White Wine
189,6.60,0.26,0.25,11.60,0.04,45.00,178.00,1.00,3.33,0.43,9.80,6,White Wine
5143,6.40,0.25,0.33,1.70,0.04,35.00,113.00,0.99,3.23,0.66,10.60,6,White Wine
2846,6.60,0.33,0.49,7.70,0.05,53.00,217.00,1.00,3.16,0.40,9.30,5,White Wine
987,9.00,0.79,0.24,1.70,0.08,10.00,21.00,1.00,3.29,0.67,10.00,5,Red Wine
5365,6.30,0.16,0.40,1.60,0.03,59.00,148.00,0.99,3.44,0.53,11.40,5,White Wine
1163,5.60,0.26,0.50,11.40,0.03,25.00,93.00,0.99,3.23,0.49,10.50,6,White Wine
2521,7.20,0.72,0.05,4.65,0.09,4.00,11.00,1.00,3.41,0.39,10.90,5,Red Wine
1461,7.30,0.30,0.39,1.20,0.06,7.00,11.00,0.99,3.29,0.52,11.50,6,Red Wine
4152,7.10,0.14,0.33,4.60,0.05,33.00,131.00,0.99,3.28,0.40,9.60,6,White Wine
5464,5.20,0.34,0.20,1.70,0.03,17.00,74.00,0.99,3.34,0.48,12.30,6,White Wine
4948,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8,White Wine
3059,6.40,0.29,0.20,15.60,0.04,20.00,142.00,1.00,3.10,0.54,10.60,5,White Wine
4548,7.70,0.38,0.40,2.00,0.04,28.00,152.00,0.99,3.18,0.32,12.90,6,White Wine
2563,6.80,0.32,0.37,3.40,0.02,19.00,87.00,0.99,3.14,0.53,12.70,6,White Wine
210,6.20,0.46,0.29,2.10,0.07,32.00,98.00,1.00,3.33,0.62,9.80,5,Red Wine
2290,6.80,0.23,0.29,15.40,0.07,56.00,173.00,1.00,3.06,0.41,8.70,6,White Wine
2443,6.70,0.22,0.39,1.20,0.05,26.00,152.00,0.99,3.50,0.47,10.00,6,White Wine
2016,6.40,0.22,0.49,7.50,0.05,42.00,151.00,0.99,3.27,0.52,10.10,6,White Wine
2265,7.10,0.38,0.29,13.60,0.04,30.00,137.00,0.99,3.02,0.96,12.10,6,White Wine
979,7.20,0.20,0.22,1.60,0.04,17.00,101.00,0.99,3.37,0.53,10.00,5,White Wine
3774,6.60,0.43,0.38,9.20,0.06,66.00,243.00,1.00,3.23,0.54,9.10,6,White Wine
